   8.040000       5.050000      -30.00000      -30.00000    
   8.120000       5.050000      -30.00000      -30.00000    
   8.200000       5.050000      -5.512896     -0.3445360    
   8.280000       5.050000      -30.00000      -30.00000    
   8.360000       5.050000      -30.00000      -30.00000    
   8.440000       5.050000      -30.00000      -30.00000    
   8.520000       5.050000      -30.00000      -30.00000    
   8.600000       5.050000      -30.00000      -30.00000    
   8.680000       5.050000      -30.00000      -30.00000    
   8.760000       5.050000      -30.00000      -30.00000    
   8.840000       5.050000      -5.542304      -2.201916    
   8.920000       5.050000      -3.581217     -0.5148544    
   9.000000       5.050000      -30.00000      -30.00000    
   9.080000       5.050000      -30.00000      -30.00000    
   9.160000       5.050000      -30.00000      -30.00000    
   9.240000       5.050000      -30.00000      -30.00000    
   9.320000       5.050000      -6.696832      -2.874526    
   9.400000       5.050000      -30.00000      -30.00000    
   9.480000       5.050000      -30.00000      -30.00000    
   9.559999       5.050000      -30.00000      -30.00000    
   9.640000       5.050000      -30.00000      -30.00000    
   9.720000       5.050000      -30.00000      -30.00000    
   9.800000       5.050000      -30.00000      -30.00000    
   9.880000       5.050000      -30.00000      -30.00000    
   9.960000       5.050000      -30.00000      -30.00000    
   10.04000       5.050000      -30.00000      -30.00000    
   10.12000       5.050000      -30.00000      -30.00000    
   10.20000       5.050000      -30.00000      -30.00000    
   10.28000       5.050000      -30.00000      -30.00000    
   10.36000       5.050000      -30.00000      -30.00000    
   10.44000       5.050000      -30.00000      -30.00000    
   10.52000       5.050000      -30.00000      -30.00000    
   10.60000       5.050000      -30.00000      -30.00000    
   10.68000       5.050000      -30.00000      -30.00000    
   10.76000       5.050000      -30.00000      -30.00000    
   10.84000       5.050000      -30.00000      -30.00000    
   10.92000       5.050000      -30.00000      -30.00000    
   11.00000       5.050000      -30.00000      -30.00000    
   11.08000       5.050000      -30.00000      -30.00000    
   11.16000       5.050000      -30.00000      -30.00000    
   11.24000       5.050000      -30.00000      -30.00000    
   11.32000       5.050000      -30.00000      -30.00000    
   11.40000       5.050000      -30.00000      -30.00000    
   11.48000       5.050000      -30.00000      -30.00000    
   11.56000       5.050000      -30.00000      -30.00000    
   11.64000       5.050000      -30.00000      -30.00000    
   11.72000       5.050000      -30.00000      -30.00000    
   11.80000       5.050000      -30.00000      -30.00000    
   11.88000       5.050000      -30.00000      -30.00000    
   11.96000       5.050000      -30.00000      -30.00000    
   8.040000       5.150000      -30.00000      -30.00000    
   8.120000       5.150000      -30.00000      -30.00000    
   8.200000       5.150000      -30.00000      -30.00000    
   8.280000       5.150000      -30.00000      -30.00000    
   8.360000       5.150000      -5.781355      0.0000000E+00
   8.440000       5.150000      -30.00000      -30.00000    
   8.520000       5.150000      -30.00000      -30.00000    
   8.600000       5.150000      -30.00000      -30.00000    
   8.680000       5.150000      -30.00000      -30.00000    
   8.760000       5.150000      -5.542304      -2.320669    
   8.840000       5.150000      -3.581217     -0.2408288    
   8.920000       5.150000      -30.00000      -30.00000    
   9.000000       5.150000      -3.772235     -0.3785559    
   9.080000       5.150000      -30.00000      -30.00000    
   9.160000       5.150000      -5.064684      -1.393925    
   9.240000       5.150000      -30.00000      -30.00000    
   9.320000       5.150000      -7.074687      -3.252381    
   9.400000       5.150000      -30.00000      -30.00000    
   9.480000       5.150000      -30.00000      -30.00000    
   9.559999       5.150000      -30.00000      -30.00000    
   9.640000       5.150000      -30.00000      -30.00000    
   9.720000       5.150000      -30.00000      -30.00000    
   9.800000       5.150000      -30.00000      -30.00000    
   9.880000       5.150000      -30.00000      -30.00000    
   9.960000       5.150000      -30.00000      -30.00000    
