  -25.89000       5.050000      -30.00000      -30.00000    
  -25.67000       5.050000      -30.00000      -30.00000    
  -25.45000       5.050000      -30.00000      -30.00000    
  -25.23000       5.050000      -30.00000      -30.00000    
  -25.01000       5.050000      -30.00000      -30.00000    
  -24.79000       5.050000      -30.00000      -30.00000    
  -24.57000       5.050000      -30.00000      -30.00000    
  -24.35000       5.050000      -30.00000      -30.00000    
  -24.13000       5.050000      -30.00000      -30.00000    
  -23.91000       5.050000      -30.00000      -30.00000    
  -23.69000       5.050000      -30.00000      -30.00000    
  -23.47000       5.050000      -30.00000      -30.00000    
  -23.25000       5.050000      -30.00000      -30.00000    
  -23.03000       5.050000      -30.00000      -30.00000    
  -22.81000       5.050000      -30.00000      -30.00000    
  -22.59000       5.050000      -30.00000      -30.00000    
  -22.37000       5.050000      -30.00000      -30.00000    
  -22.15000       5.050000      -30.00000      -30.00000    
  -21.93000       5.050000      -30.00000      -30.00000    
  -21.71000       5.050000      -30.00000      -30.00000    
  -21.49000       5.050000      -30.00000      -30.00000    
  -21.27000       5.050000      -30.00000      -30.00000    
  -21.05000       5.050000      -30.00000      -30.00000    
  -20.83000       5.050000      -30.00000      -30.00000    
  -20.61000       5.050000      -30.00000      -30.00000    
  -20.39000       5.050000      -30.00000      -30.00000    
  -20.17000       5.050000      -30.00000      -30.00000    
  -19.95000       5.050000      -30.00000      -30.00000    
  -19.73000       5.050000      -30.00000      -30.00000    
  -19.51000       5.050000      -30.00000      -30.00000    
  -19.29000       5.050000      -30.00000      -30.00000    
  -19.07000       5.050000      -6.696832      -1.986987    
  -18.85000       5.050000      -30.00000      -30.00000    
  -18.63000       5.050000      -30.00000      -30.00000    
  -18.41000       5.050000      -30.00000      -30.00000    
  -18.19000       5.050000      -30.00000      -30.00000    
  -17.97000       5.050000      -5.542304      -2.633807    
  -17.75000       5.050000      -30.00000      -30.00000    
  -17.53000       5.050000      -5.512896      -1.413293    
  -17.31000       5.050000      -3.581217     -0.3017313    
  -17.09000       5.050000      -30.00000      -30.00000    
  -16.87000       5.050000      -30.00000      -30.00000    
  -16.65000       5.050000      -30.00000      -30.00000    
  -16.43000       5.050000      -30.00000      -30.00000    
  -16.21000       5.050000      -30.00000      -30.00000    
  -15.99000       5.050000      -30.00000      -30.00000    
  -15.77000       5.050000      -30.00000      -30.00000    
  -15.55000       5.050000      -30.00000      -30.00000    
  -15.33000       5.050000      -30.00000      -30.00000    
  -15.11000       5.050000      -30.00000      -30.00000    
  -25.89000       5.150000      -30.00000      -30.00000    
  -25.67000       5.150000      -30.00000      -30.00000    
  -25.45000       5.150000      -30.00000      -30.00000    
  -25.23000       5.150000      -30.00000      -30.00000    
  -25.01000       5.150000      -30.00000      -30.00000    
  -24.79000       5.150000      -30.00000      -30.00000    
  -24.57000       5.150000      -30.00000      -30.00000    
  -24.35000       5.150000      -30.00000      -30.00000    
  -24.13000       5.150000      -30.00000      -30.00000    
  -23.91000       5.150000      -30.00000      -30.00000    
  -23.69000       5.150000      -30.00000      -30.00000    
  -23.47000       5.150000      -30.00000      -30.00000    
  -23.25000       5.150000      -30.00000      -30.00000    
  -23.03000       5.150000      -30.00000      -30.00000    
