# ID, RA, DEC, FIELD(GDS:0, gdn:1, COSMOS:2, UDS:3, egs: 4), B_T_m, MAG_F125w, RE_F125w, single_Sersic_n_F125w, LogMass 
60148	53.1274645	-27.9421788	0	0.004655576463582724	22.922121047973633	10.785250663757324	1.0668081045150757	9.489999771118164
71139	53.1318999	-27.9406178	0	0.05324021520202245	22.64783477783203	7.153842449188232	1.300183653831482	7.909999847412109
81253	53.1298535	-27.9381721	0	4.168692736211188E-108	22.432266235351562	12.207409858703613	0.9259092807769775	8.380000114440918
87165	53.1317881	-27.9347219	0	1.0	18.7807559967041	8.640414237976074	3.408979892730713	10.529999732971191
83350	53.1294595	-27.9367933	0	1.0	20.63707160949707	3.2169392108917236	3.5056653022766113	10.270000457763672
86331	53.1466894	-27.9321716	0	0.44837636578872586	22.827192306518555	6.262224197387695	1.3938848972320557	9.430000305175781
87066	53.1331522	-27.9314957	0	3.162277660168379E-109	22.295087814331055	6.574363708496094	0.6158201694488525	9.5
87302	53.1415417	-27.9313763	0	0.0890239257940341	22.982284545898438	9.939950942993164	1.2364221811294556	8.470000267028809
88883	53.1452698	-27.9298992	0	1.1481547308470717E-108	21.788785934448242	5.390211582183838	0.6275737881660461	8.9399995803833
88304	53.1682583	-27.930041	0	3.23593827469971E-107	22.893028259277344	3.7900779247283936	0.8337743878364563	7.489999771118164
88982	53.1295457	-27.9296612	0	0.7992401320255346	22.75501251220703	5.7598185539245605	0.9385825991630554	9.010000228881836
90098	53.1440216	-27.9287686	0	0.22384543991879077	21.83657455444336	9.827435493469238	1.522143840789795	9.949999809265137
89570	53.1729097	-27.9289076	0	3.311314705081584E-109	22.109107971191406	9.163986206054688	0.7823284268379211	9.479999542236328
90017	53.1447578	-27.9284242	0	0.013310084237253496	22.11850929260254	23.603532791137695	7.442159652709961	10.380000114440918
90959	53.1681591	-27.9272612	0	0.17282188258369605	22.861736297607422	7.007063388824463	1.2235124111175537	8.420000076293945
92403	53.1670075	-27.925737	0	1.3182563911826833E-109	22.901508331298828	9.463613510131836	0.4231291711330414	9.880000114440918
93099	53.1588403	-27.925246	0	0.003701596953163596	21.82728385925293	8.03444766998291	0.4827543795108795	10.09000015258789
95568	53.1793474	-27.9235984	0	0.523009565384904	20.38072967529297	10.523090362548828	3.0169007778167725	10.479999542236328
94632	53.1379633	-27.9238309	0	1.0	20.385019302368164	4.4898600578308105	4.7494096755981445	10.399999618530273
94290	53.1670842	-27.9236863	0	6.918312139914402E-110	22.26665496826172	11.509573936462402	0.6492293477058411	10.15999984741211
95025	53.1540879	-27.9233587	0	0.3652567871342175	21.806228637695312	5.7652387619018555	2.235323667526245	7.619999885559082
98033	53.178463	-27.9217015	0	0.5966292155838023	19.141298294067383	0.34409046173095703	1.2935779094696045	11.0600004196167
94368	53.1605528	-27.9230181	0	2.8183816934781416E-109	23.07792854309082	6.931220054626465	0.4841262102127075	9.550000190734863
97214	53.1314805	-27.9214752	0	1.5488151224416983E-109	22.724279403686523	11.886716842651367	0.4363003075122833	9.8100004196167
97484	53.1799269	-27.9206841	0	0.09881316305655541	23.93145179748535	4.054884433746338	1.5106414556503296	9.449999809265137
97943	53.1397463	-27.920454	0	0.14517096417088962	22.429540634155273	6.49949836730957	1.025625467300415	9.229999542236328
97295	53.1720856	-27.9205315	0	0.2618910523555087	22.670730590820312	3.0001206398010254	1.4240727424621582	9.460000038146973
97466	53.184801	-27.9204316	0	1.8197018176288068E-109	21.83489227294922	4.593698501586914	0.5770577788352966	9.739999771118164
98858	53.1456368	-27.9197734	0	0.5854984655010473	21.12533187866211	5.523040294647217	2.27482533454895	10.5600004196167
39941	53.1641068	-27.9186358	0	0.023426375750051794	19.143966674804688	15.137699127197266	0.915840744972229	9.069999694824219
98564	53.1500722	-27.9200284	0	0.6400649998028851	22.630708694458008	1.8229352235794067	3.2209320068359375	10.420000076293945
97889	53.1787707	-27.9199873	0	2.137961713919407E-109	22.74144172668457	4.517496585845947	0.5127944350242615	9.670000076293945
100175	53.1499848	-27.9193061	0	0.7336335136028919	21.601974487304688	4.580050945281982	5.758227825164795	10.819999694824219
38834	53.1584721	-27.9189049	0	0.24025307335204213	21.009014129638672	7.20504903793335	1.8136156797409058	9.369999885559082
44042	53.1503938	-27.9169205	0	0.002285629770600815	19.679115295410156	24.000751495361328	0.7185155153274536	8.949999809265137
38663	53.1654	-27.918653	0	0.05560975678989107	20.78306007385254	9.483805656433105	1.0313912630081177	9.470000267028809
100013	53.1516947	-27.9188848	0	1.0	22.879514694213867	6.83671236038208	4.049871921539307	9.800000190734863
40066	53.1461435	-27.9180396	0	0.3652567871342175	21.23873519897461	14.50609016418457	1.6052744388580322	9.260000228881836
39287	53.1698357	-27.9181542	0	0.002623368291104065	20.355602264404297	8.516646385192871	0.8978330492973328	10.729999542236328
40360	53.1779611	-27.9176934	0	1.0	20.271791458129883	3.209446430206299	3.759624481201172	10.470000267028809
46279	53.2069407	-27.9150511	0	0.5573118504688052	15.573192596435547	0.4312981963157654	1.7479205131530762	10.770000457763672
39680	53.1831468	-27.9176626	0	0.003377004119521382	22.005311965942383	13.89448356628418	0.9436299800872803	10.119999885559082
100211	53.2048678	-27.9179461	0	0.4426886912975168	23.614341735839844	6.195861339569092	1.1107255220413208	11.350000381469727
43061	53.1331398	-27.9159372	0	0.18990513867872674	20.508867263793945	12.386945724487305	1.1864135265350342	9.90999984741211
43943	53.1282449	-27.9152712	0	0.41450153449895266	20.93681526184082	14.943821907043457	1.443063497543335	10.029999732971191
42809	53.2072268	-27.9161896	0	1.0	23.44858741760254	120.37654113769531	2.8459720611572266	6.389999866485596
41457	53.1690525	-27.9158458	0	0.6763019963856406	22.931320190429688	1.4189666509628296	4.71497917175293	10.829999923706055
40387	53.1364965	-27.9160851	0	0.05560981445172872	22.93770408630371	5.918074607849121	1.0710546970367432	7.670000076293945
42485	53.1775365	-27.914962	0	1.0	20.533470153808594	0.6325212717056274	1.1086194515228271	7.320000171661377
43232	53.1672023	-27.9144033	0	0.0018586240943246255	22.957611083984375	11.273578643798828	0.6685991883277893	10.130000114440918
43691	53.1370236	-27.9143995	0	0.47124987383889977	20.150114059448242	8.5240478515625	2.056708574295044	10.020000457763672
43961	53.1533706	-27.9139668	0	0.28474742784445034	21.89483642578125	10.407474517822266	0.8048730492591858	9.470000267028809
45521	53.2076163	-27.9141329	0	1.0	21.64828109741211	33.59853744506836	3.4891304969787598	6.800000190734863
43313	53.1889233	-27.9141759	0	0.5402085992153922	22.153684616088867	9.341519355773926	1.3091390132904053	9.720000267028809
43142	53.1624562	-27.914028	0	1.0	22.137914657592773	3.8170011043548584	2.198293447494507	8.15999984741211
44273	53.1953882	-27.9136237	0	0.4201000470563871	22.307353973388672	9.798142433166504	4.519733428955078	10.039999961853027
49258	53.1875688	-27.9109903	0	0.05096608509354017	18.5087890625	18.80306625366211	2.4546878337860107	10.850000381469727
46252	53.1918743	-27.9124306	0	1.0	20.65717315673828	6.738337993621826	4.6404337882995605	10.420000076293945
43493	53.13036	-27.9136096	0	0.8604511512107295	22.75076675415039	4.258780002593994	1.078743577003479	9.600000381469727
44558	53.1481242	-27.913058	0	1.2589265175925679E-109	22.163076400756836	5.870763301849365	0.6654014587402344	9.899999618530273
43754	53.1847777	-27.9133923	0	1.0	22.522933959960938	4.7696309089660645	1.9530632495880127	9.520000457763672
49102	53.1366228	-27.9105394	0	1.0	18.042388916015625	0.5444123148918152	0.7154362201690674	11.5
44186	53.1570724	-27.9129114	0	1.0	22.68345069885254	0.48249414563179016	0.3851199150085449	11.220000267028809
45850	53.1758544	-27.9118142	0	1.0	20.60665512084961	0.4503847360610962	1.2160718441009521	7.78000020980835
46402	53.1361104	-27.9112825	0	1.0	22.397855758666992	8.284153938293457	0.8843368887901306	7.570000171661377
45859	53.1801835	-27.9110954	0	0.11647191080001314	22.270553588867188	7.209126949310303	1.0004041194915771	8.970000267028809
46417	53.1381152	-27.9105125	0	0.05935096762167446	22.721420288085938	6.741993427276611	0.8297635316848755	9.4399995803833
60982	53.2103125	-27.9057874	0	0.10513714424418807	18.390350341796875	30.242046356201172	2.130864143371582	9.470000267028809
47815	53.1779024	-27.9095396	0	0.25308737744522936	21.64357566833496	3.816248893737793	6.242048740386963	9.739999771118164
47395	53.1441957	-27.9098307	0	0.454078120767378	22.75834083557129	9.150754928588867	3.9370789527893066	9.5600004196167
51906	53.2056071	-27.907575	0	0.5172623709014601	19.899795532226562	26.760408401489258	5.497459888458252	10.550000190734863
47221	53.2184033	-27.9096075	0	1.0	22.326885223388672	2.5204689502716064	1.9108327627182007	9.479999542236328
49972	53.2112307	-27.9082988	0	0.36525678713421755	21.60608673095703	9.055424690246582	2.785161256790161	11.119999885559082
55272	53.1362766	-27.9063466	0	0.2530869623422749	18.611656188964844	21.308622360229492	1.2939163446426392	9.8100004196167
47737	53.14688	-27.909043	0	0.448376365788726	22.867156982421875	1.5766053199768066	5.088302135467529	9.520000457763672
49468	53.1484221	-27.9082326	0	1.2302692030632101E-110	21.92361831665039	10.853982925415039	0.3736342489719391	10.90999984741211
57994	53.2141874	-27.9054073	0	0.523009565384904	18.55484962463379	5.5838623046875	3.3433094024658203	10.170000076293945
48385	53.1887464	-27.9084572	0	0.4313586727522573	22.152753829956055	0.5132126808166504	1.666670799255371	8.0
70563	53.2278631	-27.9003426	0	1.0	14.73780632019043	0.30012238025665283	2.1375226974487305	13.630000114440918
