  -18.56821      -18.19358       9.052978      1.1986373E-04   7.128461    
  -19.17546      -18.84136       9.285648      1.6383400E-04   7.085130    
  -19.23806      -18.91411       9.293116      1.6383400E-04   7.085130    
  -19.27731      -18.95769       9.300517      1.6383400E-04   7.085130    
  -19.76426      -19.42198       9.547883      0.1816111       7.186681    
  -19.95711      -19.60945       9.603941      1.5090749E-03   7.405354    
  -19.92269      -19.57265       9.608498      1.5090749E-03   7.405354    
  -19.92608      -19.57531       9.613032      1.5090749E-03   7.405354    
  -19.93095      -19.57972       9.617518      1.5090749E-03   7.405354    
  -19.95229      -19.60303       9.621898      1.5090749E-03   7.405354    
  -19.94713      -19.59595       9.626191      1.5090749E-03   7.405354    
  -19.94806      -19.59659       9.630437      1.5090749E-03   7.405354    
  -20.01165      -19.66489       9.634761      1.5090749E-03   7.405354    
  -19.97239      -19.62187       9.639010      1.5090749E-03   7.405354    
  -19.97168      -19.62001       9.643217      1.5090749E-03   7.405354    
  -19.97196      -19.61891       9.647351      1.5090749E-03   7.405354    
  -19.26615      -18.91352       9.366189      1.2605702E-02   7.233613    
  -19.26799      -18.91393       9.374450      1.2605702E-02   7.233634    
  -19.29703      -18.94528       9.378431      1.2605702E-02   7.233640    
  -19.59360      -19.25414       9.357796      3.7030333E-03   7.026858    
  -19.60004      -19.26105       9.370180      3.7030333E-03   7.026863    
  -19.63205      -19.29528       9.376161      3.7030333E-03   7.026864    
  -19.61835      -19.28006       9.382035      3.7030333E-03   7.026866    
  -19.61695      -19.27752       9.387804      3.7030333E-03   7.026868    
  -19.61726      -19.27658       9.393445      3.7030333E-03   7.026869    
  -19.64029      -19.30208       9.399070      3.7030333E-03   7.026871    
  -19.63757      -19.29754       9.405983      3.7030333E-03   7.027030    
  -19.63985      -19.29926       9.411483      3.7030333E-03   7.027057    
  -19.69981      -19.36274       9.416928      3.7030333E-03   7.027058    
  -19.65730      -19.31640       9.422244      3.7030333E-03   7.027060    
  -19.65724      -19.31533       9.427567      3.7030333E-03   7.027062    
  -19.66409      -19.32436       9.432771      3.7030333E-03   7.027063    
  -19.76762      -19.28928       9.744061      3.7030157E-02   7.295054    
  -19.63421      -19.15415       9.747962      5.5525549E-02   7.295117    
  -20.15814      -19.78909       9.746881      5.4114219E-03   7.108549    
  -20.18740      -19.82159       9.754710      5.4114219E-03   7.108554    
  -20.16969      -19.80156       9.761706      5.4114219E-03   7.108560    
  -20.18143      -19.81406       9.768492      5.4114219E-03   7.108565    
  -20.17377      -19.80457       9.775243      5.4114219E-03   7.108571    
  -20.20025      -19.83410       9.778568      5.4114219E-03   7.108579    
  -20.02719      -19.66252       9.770671      7.7361250E-03   7.235055    
  -20.07278      -19.71731       9.775149      7.7361250E-03   7.235057    
  -20.12574      -19.77798       9.779702      7.7361250E-03   7.235073    
  -20.15205      -19.80768       9.784416      7.7361250E-03   7.235088    
  -20.47659      -20.12556       9.878797      7.7361250E-03   7.328334    
  -20.59681      -20.25729       9.884659      7.7361250E-03   7.328335    
  -20.57776      -20.23913       9.890594      7.7361250E-03   7.328337    
  -20.60073      -20.26372       9.896431      7.7361250E-03   7.328339    
  -20.62737      -20.29191       9.902269      7.7361250E-03   7.328341    
  -21.06714      -20.75038       9.890161      1.2013636E-02   7.621523    
  -21.10530      -20.78549       9.907611      1.2013636E-02   7.621536    
  -21.12964      -20.76715       9.966078      1.7729389E-02   7.294520    
  -21.14669      -20.78595       9.972919      1.7729389E-02   7.294533    
  -21.15672      -20.79658       9.979599      1.7729389E-02   7.294567    
  -21.17854      -20.82031       9.985989      1.7729389E-02   7.294579    
  -21.17579      -20.81614       9.992279      1.7729389E-02   7.294591    
  -21.17639      -20.81575       9.998424      1.7729389E-02   7.294603    
  -21.23660      -20.87983       10.00445      1.7729389E-02   7.294612    
  -21.19348      -20.83298       10.01031      1.7729389E-02   7.294624    
  -21.18887      -20.82659       10.01602      1.7729389E-02   7.294636    
  -21.18657      -20.82262       10.02159      1.7729389E-02   7.294692    
  -20.48997      -20.11781       9.913312      1.4376680E-03   7.406142    
  -20.82840      -20.47541       9.925161      2.9412869E-03   7.691439    
  -20.20554      -19.86124       9.698193      6.1654318E-03   7.569275    
  -20.23716      -19.89396       9.708522      6.1654318E-03   7.569281    
  -20.29783      -19.96478       9.720675      6.1654318E-03   7.569282    
  -20.33446      -19.93315       9.888909      1.1023110E-03   7.679991    
  -20.34886      -19.94640       9.897943      1.1023110E-03   7.681635    
  -20.34691      -19.94562       9.900401      1.1023110E-03   7.681635    
  -20.38569      -19.99070       9.902851      1.1023110E-03   7.681635    
  -20.35173      -19.95419       9.905311      1.1023110E-03   7.681635    
  -20.34613      -19.94852       9.907763      1.1023110E-03   7.681635    
  -20.34641      -19.94965       9.910257      1.1023110E-03   7.681635    
  -20.65193      -20.31489       9.876192      0.1212206       7.165071    
  -20.44005      -20.05806       9.879657      3.0485738E-02   7.165492    
  -20.07610      -19.82204       9.399049       1.488839       7.103521    
  -20.40837      -20.07082       9.800694      0.2354989       7.873476    
  -20.42019      -20.11009       9.644721      0.4676022       7.244317    
  -20.69430      -20.36746       9.730209      0.1942351       7.353953    
  -20.32591      -19.92558       9.741508      4.0095191E-02   7.354428    
  -20.32947      -19.93052       9.744142      4.0095191E-02   7.354475    
  -21.58340      -21.20140       10.22429      1.0921434E-02   7.206735    
  -21.57931      -21.19563       10.22915      1.0921434E-02   7.206740    
  -21.59511      -21.21247       10.23392      1.0921434E-02   7.206746    
  -21.58390      -21.19871       10.23857      1.0921434E-02   7.206752    
  -21.57819      -21.19110       10.24312      1.0921434E-02   7.206758    
  -21.62637      -21.24258       10.24758      1.0921434E-02   7.206763    
  -21.58383      -21.19558       10.25201      1.0921434E-02   7.206836    
  -21.57635      -21.18606       10.25632      1.0921434E-02   7.206845    
  -21.57062      -21.17859       10.26056      1.0921434E-02   7.206850    
  -20.22320      -19.86180       9.807405      0.1186174       7.114446    
  -21.32280      -20.97917       10.06873      0.6226937       7.537925    
  -21.52546      -21.11281       10.27144      9.9005751E-02   7.578506    
  -20.09101      -19.76938       9.561372      0.9658254       7.440783    
  -18.33781      -17.88887       9.051565      0.1370451       7.061216    
