  -18.22895      -19.83515       1.249000    
  -22.94337      -22.37135       1.249000    
  -23.21820      -19.68384       1.249000    
  -23.12909      -21.76401       1.249000    
  -22.76901      -23.59153       1.504000    
  -22.56188      -22.65246       1.504000    
  -21.55742      -22.14898       1.504000    
  -21.75160      -22.81303       1.249000    
  -20.16628      -20.46752       1.504000    
  -21.37938      -21.63339       1.504000    
  -21.56141      -22.15420       1.249000    
  -23.26437      -21.46907       1.504000    
  -19.96404      -20.24345       1.504000    
  -19.91511      -20.58558       1.504000    
  -18.71713      -19.29631       1.504000    
  -22.38445      -23.34094       1.504000    
  -19.88140      -20.22297       1.504000    
  -20.09713      -24.56903       1.504000    
  -19.83572      -19.97589       1.249000    
  -23.00897      -20.93375       1.249000    
  -24.09918      -27.25227       1.249000    
  -21.59936      -24.84541       1.504000    
  -19.33412      -19.06991       1.504000    
  -19.42117      -25.01676       1.504000    
  -22.32851      -23.27789       1.504000    
  -22.40341      -21.64870       1.504000    
  -22.06569      -22.85800       1.504000    
  -19.18721      -20.42253       1.504000    
  -19.89678      -19.85688       1.504000    
  -20.34385      -20.52576       1.504000    
  -22.29419      -23.32252       1.504000    
  -19.65412      -20.26679       1.504000    
  -22.15002      -22.93744       1.504000    
  -20.55191      -20.86645       1.504000    
  -20.78947      -21.44611       1.504000    
  -20.32667      -20.94284       1.504000    
  -20.06709      -20.38123       1.504000    
  -20.21890      -19.83179       1.504000    
  -21.15379      -22.16376       1.504000    
  -20.42735      -21.47593       1.504000    
  -22.00915      -14.33385       1.504000    
  -21.19165      -21.58203       1.504000    
  -20.37209      -21.85081       1.504000    
  -21.33348      -22.22436       1.504000    
  -20.42958      -22.09313       1.504000    
  -22.33306      -22.93800       1.249000    
  -19.47493      -19.78720       1.249000    
  -20.89246      -21.61462       1.249000    
  -19.28274      -20.61599       1.249000    
  -21.00675      -21.28253       1.249000    
  -23.33693      -21.81331       1.249000    
  -22.24193      -23.65795       1.249000    
  -22.13831      -23.27770       1.249000    
  -21.79722      -22.22146       1.249000    
  -18.88758      -20.15428       1.249000    
  -18.92659      -19.64458       1.249000    
  -20.84580      -18.90346       1.249000    
  -21.62768      -22.30882       1.504000    
  -22.31127      -22.81290       1.504000    
  -21.29369      -22.11330       1.504000    
  -21.86409      -22.24261       1.504000    
  -22.18068      -22.52300       1.504000    
  -22.68835      -23.63546       1.504000    
  -20.97699      -22.00170       1.249000    
  -19.34050      -19.37201       1.504000    
  -22.22992      -23.19770       1.504000    
  -22.35490      -23.23163       1.504000    
  -20.25610      -19.82426       1.504000    
  -22.19172      -22.91678       1.504000    
  -24.57211      -24.54093       1.504000    
  -19.64806      -19.46790       1.504000    
  -22.68099      -23.56053       1.504000    
  -21.38686      -21.47905       1.504000    
  -19.78299      -20.96041       1.504000    
  -22.42556      -23.33130       1.504000    
  -20.71179      -21.92565       1.504000    
  -20.82449      -21.89044       1.504000    
  -20.02839      -20.61450       1.504000    
  -19.97992      -20.19408       1.504000    
  -19.09339      -20.20698       1.504000    
  -21.41316      -22.37193       1.504000    
  -18.97894      -20.47839       1.504000    
  -22.43215      -23.67272       1.504000    
  -21.50512      -22.21465       1.504000    
  -23.05984      -23.00170       1.504000    
  -19.96894      -20.30685       1.504000    
  -19.74169      -20.89301       1.504000    
  -21.91704      -22.69247       1.504000    
  -19.18522      -20.47930       1.504000    
  -22.09177      -23.16119       1.504000    
  -21.40919      -22.47920       1.504000    
  -19.99329      -21.69956       1.504000    
  -21.71819      -22.50807       1.504000    
  -22.02229      -22.79737       1.504000    
  -23.48543      -23.30964       1.504000    
  -19.95014      -20.59539       1.504000    
  -19.99363      -20.27610       1.504000    
  -22.30654      -22.14171       1.504000    
  -23.34039      -22.20550       1.504000    
  -19.42512      -20.52962       1.504000    
  -24.03686      -23.77216       1.504000    
  -21.60771      -22.55229       1.504000    
  -19.28456      -20.26326       1.249000    
  -19.82001      -20.41369       1.249000    
  -19.56061      -20.96248       1.249000    
  -22.31764      -23.28620       1.249000    
  -22.27052      -23.77130       1.249000    
  -21.05421      -13.14105       1.249000    
  -21.29108      -22.36070       1.249000    
  -22.24425      -23.14881       1.249000    
  -22.48847      -23.01787       1.249000    
  -19.48701      -19.99437       1.249000    
  -22.07724      -14.13590       1.249000    
  -22.41267      -23.83041       1.249000    
  -23.57248      -21.78528       1.249000    
  -22.33141      -23.79147       1.249000    
  -22.15998      -22.92303       1.249000    
  -22.16223      -23.54066       1.249000    
  -21.02255      -21.59471       1.249000    
  -20.08758      -20.95670       1.249000    
  -22.85401      -22.32663       1.249000    
  -22.96681      -23.03131       1.249000    
  -20.48936      -21.95297       1.249000    
  -20.53740      -21.24568       1.249000    
  -22.67825      -21.32016       1.249000    
  -21.51041      -22.64097       1.249000    
  -19.50738      -21.00294       1.249000    
  -20.47259      -20.70442       1.249000    
  -22.41383      -23.76437       1.249000    
  -22.37590      -23.15939       1.249000    
  -22.02646      -17.11213       1.249000    
  -19.59140      -20.58721       1.249000    
  -20.59716      -22.28551       1.249000    
  -22.79245      -22.76822       1.249000    
  -20.50250      -22.14207       1.504000    
  -20.71146      -21.60259       1.249000    
  -21.41327      -22.29394       1.249000    
  -21.21519      -20.60515       1.504000    
  -22.41928      -23.01031       1.504000    
  -20.61209      -22.15401       1.249000    
  -24.44203      -24.49074       1.504000    
  -21.75103      -22.80533       1.249000    
  -22.46336      -23.68564       1.504000    
  -19.70647      -20.68010       1.504000    
  -19.55099      -20.73162       1.249000    
