  -17.32172      -17.73831       1.249000    
  -17.30969      -18.78835       1.249000    
  -18.31607      -18.57395       1.249000    
  -18.11399      -18.32009       1.249000    
  -17.99785      -18.33149       1.504000    
  -17.99585      -18.33149       1.249000    
  -18.46995      -17.86193       1.504000    
  -18.70241      -18.55372       1.504000    
  -18.68661      -18.52983       1.504000    
  -18.70101      -18.39994       1.504000    
  -18.90292      -17.73245       1.504000    
  -18.82393      -18.58978       1.249000    
  -18.40720      -17.50209       1.504000    
  -19.37031      -18.17780       1.249000    
  -18.09204      -17.90180       1.504000    
  -18.01599      -18.58204       1.504000    
  -18.99310      -17.92151       1.504000    
  -18.67953      -18.69960       1.504000    
  -18.11164      -20.05045       1.504000    
  -19.49968      -18.41219       1.504000    
  -19.82677      -18.29028       1.504000    
  -17.87410      -18.83303       1.504000    
  -19.41485      -20.58511       1.504000    
  -20.33699      -19.38216       1.504000    
  -17.94382      -18.48662       1.504000    
  -18.58720      -21.09557       1.504000    
  -18.75953      -18.90141       1.504000    
  -17.54056      -19.17981       1.504000    
  -19.66256      -19.60837       1.504000    
  -20.18438      -18.76283       1.249000    
  -19.90891      -19.15312       1.504000    
  -17.97739      -17.67813       1.249000    
  -19.79061      -18.31744       1.249000    
  -19.80207      -17.81872       1.249000    
  -19.41149      -18.74962       1.249000    
  -20.17937      -18.42250       1.504000    
  -18.33794      -20.87082       1.504000    
  -20.30801      -18.44513       1.504000    
  -20.34635      -18.98005       1.249000    
  -20.63050      -17.51954       1.504000    
  -20.56445      -18.29274       1.249000    
  -20.47650      -19.50691       1.249000    
  -20.54730      -18.90668       1.504000    
  -19.60117      -19.29847       1.504000    
  -20.34723      -18.58228       1.249000    
  -20.72479      -17.82782       1.504000    
  -19.50311      -17.54216       1.504000    
  -21.22075      -19.03544       1.504000    
  -20.95123      -19.54545       1.249000    
  -18.83083      -18.11526       1.504000    
  -20.84520      -17.65901       1.504000    
  -19.43267      -17.75575       1.249000    
  -21.05028      -18.38988       1.249000    
  -18.37810      -18.03802       1.249000    
  -19.11266      -18.44054       1.504000    
  -21.05597      -19.78040       1.249000    
  -21.17192      -19.63925       1.249000    
  -21.85884      -20.10720       1.249000    
  -21.80413      -20.39811       1.249000    
  -20.28587      -18.06359       1.504000    
  -20.67040      -19.49671       1.249000    
  -18.58101      -18.29159       1.249000    
  -19.68334      -19.04902       1.504000    
  -19.26514      -19.02173       1.504000    
  -20.32282      -18.70268       1.504000    
  -20.09874      -16.72975       1.504000    
  -19.27425      -19.03107       1.249000    
  -19.63243      -19.57755       1.504000    
  -20.42876      -19.27275       1.504000    
  -20.37168      -19.47081       1.504000    
  -21.60619      -19.51767       1.504000    
  -20.35815      -19.32591       1.504000    
  -20.40165      -18.10151       1.504000    
  -20.64205      -19.53161       1.249000    
  -21.71412      -20.16875       1.249000    
  -19.32159      -18.18587       1.504000    
  -18.61990      -18.73378       1.249000    
  -20.86814      -19.89784       1.504000    
  -18.13799      -18.57796       1.504000    
  -18.88410      -18.68394       1.504000    
  -20.56380      -19.28589       1.504000    
  -21.98523      -20.45719       1.249000    
  -21.65770      -20.49827       1.504000    
  -22.14112      -20.24643       1.504000    
  -22.12606      -17.62945       1.504000    
  -20.81128      -19.92586       1.504000    
  -20.28882      -19.60110       1.249000    
  -17.99021      -20.63969       1.504000    
  -17.54003      -21.10242       1.249000    
  -21.35358      -20.67728       1.504000    
  -22.48942      -20.92395       1.504000    
  -21.20763      -21.00683       1.504000    
  -19.80831      -20.30980       1.249000    
  -22.50886      -22.92451       1.504000    
  -22.39599      -21.19183       1.504000    
  -21.22091      -20.90451       1.504000    
  -17.74008      -19.18413       1.504000    
  -21.70631      -18.96407       1.504000    
  -21.16619      -20.80101       1.504000    
  -19.86503      -19.98771       1.504000    
  -21.67983      -18.13389       1.504000    
  -21.48987      -21.60277       1.249000    
  -19.68409      -19.77360       1.249000    
  -21.00189      -20.20629       1.249000    
  -20.77844      -20.72432       1.249000    
  -17.73565      -18.93683       1.504000    
  -17.92165      -18.40455       1.504000    
  -20.32802      -19.37775       1.504000    
  -17.70563      -18.93683       1.249000    
  -17.92357      -18.71695       1.249000    
  -22.52240      -21.56128       1.504000    
  -19.25083      -19.95789       1.249000    
  -20.01252      -20.37146       1.249000    
  -19.63064      -20.92227       1.504000    
  -22.27677      -21.36710       1.249000    
  -18.69584      -19.01278       1.249000    
  -19.39388      -19.38627       1.504000    
  -19.65350      -20.85107       1.504000    
  -18.49468      -19.77628       1.249000    
  -18.02445      -19.73856       1.504000    
  -19.75457      -18.00452       1.504000    
  -22.19646      -20.15771       1.504000    
  -17.77123      -18.97471       1.504000    
  -22.01872      -21.79054       1.249000    
  -18.64562      -19.02304       1.504000    
  -22.68939      -23.09451       1.504000    
  -19.56766      -19.76860       1.249000    
  -18.50997      -18.87993       1.504000    
  -18.66282      -19.12194       1.249000    
  -22.31430      -22.23312       1.249000    
  -20.04189      -20.29183       1.504000    
  -19.83308      -20.84090       1.504000    
  -21.16070      -21.56505       1.504000    
  -20.69745      -17.56768       1.504000    
  -21.95645      -21.10075       1.504000    
  -22.13814      -21.80971       1.504000    
  -19.71490      -20.34665       1.504000    
  -19.66777      -19.31202       1.504000    
  -22.06388      -20.05790       1.504000    
  -22.10816      -21.12872       1.504000    
  -20.92048      -20.39696       1.249000    
  -19.53299      -20.65624       1.249000    
  -20.80759      -20.95121       1.249000    
  -22.14105      -21.56014       1.249000    
  -22.03909      -17.19260       1.249000    
  -21.59715      -21.46754       1.249000    
  -21.71198      -21.58582       1.249000    
  -22.07240      -21.48315       1.249000    
  -21.93618      -22.07085       1.249000    
  -20.64850      -20.99276       1.504000    
  -20.55904      -20.61202       1.504000    
  -19.10986      -19.76011       1.504000    
  -19.01809      -19.20661       1.504000    
  -22.54030      -21.50046       1.504000    
  -19.82295      -20.49326       1.504000    
  -21.46551      -20.82661       1.504000    
  -19.12216      -20.13934       1.249000    
  -20.69028      -20.57490       1.249000    
  -19.60165      -19.93006       1.249000    
  -18.97046      -20.59344       1.504000    
  -18.11020      -18.93456       1.504000    
  -21.09955      -20.95721       1.249000    
  -22.26432      -22.03090       1.249000    
  -21.19063      -20.92583       1.504000    
  -20.67585      -21.15398       1.504000    
  -21.52941      -21.27861       1.504000    
  -22.47675      -23.78938       1.504000    
  -21.49969      -21.11334       1.504000    
  -19.17939      -19.57751       1.249000    
  -18.08227      -19.31382       1.249000    
  -19.77928      -20.24628       1.504000    
  -19.85071      -20.24628       1.249000    
  -18.97631      -19.50375       1.249000    
  -21.66482      -21.76832       1.249000    
  -17.32890      -19.78584       1.249000    
  -16.99154      -19.49765       1.504000    
  -16.60517      -20.26069       1.504000    
  -21.31253      -21.18546       1.504000    
  -19.34071      -21.38978       1.504000    
  -19.76060      -20.94845       1.504000    
  -17.37661      -17.07550       1.504000    
  -21.72705      -24.95583       1.504000    
  -19.94773      -13.89363       1.249000    
  -20.56366      -21.14839       1.249000    
  -17.39371      -21.15044       1.249000    
  -18.94830      -19.44773       1.504000    
  -21.38089      -21.60296       1.504000    
  -20.24388      -20.81658       1.504000    
  -21.51514      -23.63172       1.504000    
  -20.55658      -21.01320       1.249000    
  -20.55356      -22.42198       1.504000    
  -22.08594      -22.07787       1.249000    
  -22.80841      -23.34312       1.504000    
  -22.30493      -22.72569       1.504000    
  -18.02037      -19.29284       1.504000    
  -20.06773      -21.00493       1.504000    
  -21.80730      -21.98069       1.504000    
  -21.70616      -22.09112       1.504000    
  -20.62723      -20.89196       1.504000    
  -17.54765      -18.82653       1.504000    
  -22.76271      -22.27869       1.504000    
  -21.41042      -21.99299       1.504000    
  -23.27236      -21.65382       1.504000    
  -18.11080      -19.12308       1.249000    
  -19.08905      -18.76466       1.249000    
  -21.99150      -22.71835       1.249000    
  -18.98780      -18.40305       1.249000    
